PdfType: central
Format: lhagrid1
---
1.000000e-08 1.178030e-08 1.387780e-08 1.634890e-08 1.925990e-08 2.268920e-08 2.672910e-08 3.148840e-08 3.709500e-08 4.369990e-08 5.148070e-08 6.064690e-08 7.144520e-08 8.416590e-08 9.915150e-08 1.168050e-07 1.376020e-07 1.621010e-07 1.909620e-07 2.249610e-07 2.650130e-07 3.121950e-07 3.677770e-07 4.332530e-07 5.103850e-07 6.012480e-07 7.082840e-07 8.349650e-07 9.835950e-07 1.158680e-06 1.364920e-06 1.607870e-06 1.894060e-06 2.231170e-06 2.628410e-06 3.096410e-06 3.647730e-06 4.297220e-06 5.062340e-06 5.963670e-06 7.025480e-06 8.276310e-06 9.749820e-06 1.148560e-05 1.353040e-05 1.593920e-05 1.877660e-05 2.211910e-05 2.605640e-05 3.069420e-05 3.615710e-05 4.259180e-05 5.017090e-05 5.909770e-05 6.961150e-05 8.199370e-05 9.657580e-05 1.137470e-04 1.339670e-04 1.577740e-04 1.858020e-04 2.187950e-04 2.576270e-04 3.033250e-04 3.570940e-04 4.203430e-04 4.947250e-04 5.822390e-04 6.850070e-04 8.057330e-04 9.475150e-04 1.113900e-03 1.309040e-03 1.537700e-03 1.805430e-03 2.118570e-03 2.484370e-03 2.911110e-03 3.408140e-03 3.985980e-03 4.656390e-03 5.432340e-03 6.328310e-03 7.359860e-03 8.541250e-03 9.893790e-03 1.143090e-02 1.317580e-02 1.514360e-02 1.735230e-02 1.981890e-02 2.256060e-02 2.558510e-02 2.890920e-02 3.253970e-02 3.648260e-02 4.074140e-02 4.531680e-02 5.020710e-02 5.540850e-02 6.091510e-02 6.671970e-02 7.281330e-02 7.918610e-02 8.582740e-02 9.272570e-02 9.986950e-02 1.072430e-01 1.148480e-01 1.226610e-01 1.306770e-01 1.388730e-01 1.472650e-01 1.558210e-01 1.645390e-01 1.734080e-01 1.824350e-01 1.915890e-01 2.008750e-01 2.102840e-01 2.198110e-01 2.294490e-01 2.391920e-01 2.490360e-01 2.589740e-01 2.690030e-01 2.791180e-01 2.893150e-01 2.995900e-01 3.099400e-01 3.203610e-01 3.308480e-01 3.414020e-01 3.520190e-01 3.626950e-01 3.734260e-01 3.842080e-01 3.950630e-01 4.059500e-01 4.168870e-01 4.278700e-01 4.388980e-01 4.499690e-01 4.610820e-01 4.722340e-01 4.834240e-01 4.946510e-01 5.059140e-01 5.172110e-01 5.285410e-01 5.399030e-01 5.512960e-01 5.627180e-01 5.741700e-01 5.856530e-01 5.971630e-01 6.086830e-01 6.202430e-01 6.318260e-01 6.434330e-01 6.550630e-01 6.667150e-01 6.783890e-01 6.900840e-01 7.017990e-01 7.135350e-01 7.252890e-01 7.370630e-01 7.488550e-01 7.606680e-01 7.724870e-01 7.843330e-01 7.961950e-01 8.080730e-01 8.199660e-01 8.318740e-01 8.437970e-01 8.557340e-01 8.676860e-01 8.796510e-01 8.916280e-01 9.036240e-01 9.156280e-01 9.276450e-01 9.396750e-01 9.517170e-01 9.637700e-01 9.758360e-01 9.879120e-01 1.000000e+00
1.300382e+00 1.544560e+00 1.861230e+00 2.278154e+00 2.836070e+00 3.596086e+00 4.651400e+00 6.070777e+00 8.093943e+00 1.104261e+01 1.544469e+01 2.219051e+01 3.281924e+01 5.008296e+01 7.905699e+01 1.294359e+02 2.204461e+02 3.918218e+02 7.291703e+02 1.426114e+03 2.943007e+03 6.435850e+03 1.498348e+04 3.732853e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 0.00000000e+00 5.88552000e+00 5.88839000e+00 5.88840000e+00 5.88554000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.15902000e-01
0.00000000e+00 3.63275000e-02 3.63275000e-02 5.86152000e+00 5.86446000e+00 5.86447000e+00 5.86155000e+00 3.63275000e-02 3.63275000e-02 0.00000000e+00 1.27092000e+01
0.00000000e+00 1.80600000e-01 1.80600000e-01 5.94672000e+00 5.94973000e+00 5.94975000e+00 5.94675000e+00 1.80600000e-01 1.80600000e-01 0.00000000e+00 3.53469000e+01
0.00000000e+00 4.99848000e-01 4.99848000e-01 6.20808000e+00 6.21115000e+00 6.21117000e+00 6.20811000e+00 4.99848000e-01 4.99848000e-01 0.00000000e+00 7.24158000e+01
0.00000000e+00 1.08614000e+00 1.08614000e+00 6.73757000e+00 6.74072000e+00 6.74074000e+00 6.73761000e+00 1.08614000e+00 1.08614000e+00 0.00000000e+00 1.29417000e+02
0.00000000e+00 2.05987000e+00 2.05987000e+00 7.65554000e+00 7.65875000e+00 7.65878000e+00 7.65558000e+00 2.05987000e+00 2.05987000e+00 0.00000000e+00 2.12985000e+02
0.00000000e+00 3.57413000e+00 3.57413000e+00 9.11499000e+00 9.11828000e+00 9.11830000e+00 9.11503000e+00 3.57413000e+00 3.57413000e+00 0.00000000e+00 3.30973000e+02
2.15874000e+00 5.69872000e+00 5.69872000e+00 1.11878000e+01 1.11912000e+01 1.11912000e+01 1.11879000e+01 5.69872000e+00 5.69872000e+00 2.15874000e+00 4.82003000e+02
5.20310000e+00 8.70924000e+00 8.70924000e+00 1.41471000e+01 1.41505000e+01 1.41506000e+01 1.41471000e+01 8.70924000e+00 8.70924000e+00 5.20310000e+00 6.82736000e+02
9.38487000e+00 1.28575000e+01 1.28575000e+01 1.82445000e+01 1.82480000e+01 1.82481000e+01 1.82446000e+01 1.28575000e+01 1.28575000e+01 9.38487000e+00 9.44045000e+02
1.50108000e+01 1.84502000e+01 1.84502000e+01 2.37869000e+01 2.37905000e+01 2.37905000e+01 2.37870000e+01 1.84502000e+01 1.84502000e+01 1.50108000e+01 1.27858000e+03
2.24428000e+01 2.58493000e+01 2.58493000e+01 3.11362000e+01 3.11398000e+01 3.11399000e+01 3.11362000e+01 2.58493000e+01 2.58493000e+01 2.24428000e+01 1.70060000e+03
3.21034000e+01 3.54772000e+01 3.54772000e+01 4.07147000e+01 4.07185000e+01 4.07185000e+01 4.07148000e+01 3.54772000e+01 3.54772000e+01 3.21034000e+01 2.22601000e+03
4.44808000e+01 4.78223000e+01 4.78223000e+01 5.30108000e+01 5.30147000e+01 5.30147000e+01 5.30109000e+01 4.78223000e+01 4.78223000e+01 4.44808000e+01 2.87247000e+03
6.01342000e+01 6.34437000e+01 6.34437000e+01 6.85838000e+01 6.85877000e+01 6.85877000e+01 6.85838000e+01 6.34437000e+01 6.34437000e+01 6.01342000e+01 3.65937000e+03
7.96991000e+01 8.29768000e+01 8.29768000e+01 8.80689000e+01 8.80728000e+01 8.80729000e+01 8.80689000e+01 8.29768000e+01 8.29768000e+01 7.96991000e+01 4.60792000e+03
1.03892000e+02 1.07138000e+02 1.07138000e+02 1.12182000e+02 1.12186000e+02 1.12187000e+02 1.12182000e+02 1.07138000e+02 1.07138000e+02 1.03892000e+02 5.74112000e+03
